,,,,,,総数,0歳～4歳,5歳～9歳,10歳～14歳,15歳～19歳,20歳～24歳,25歳～29歳,30歳～34歳,35歳～39歳,40歳～44歳,45歳～49歳,50歳～54歳,55歳～59歳,60歳～64歳,65歳～69歳,70歳～74歳,75歳～79歳,80歳～84歳,85歳～89歳,90歳以上,総数,0歳～4歳,5歳～9歳,10歳～14歳,15歳～19歳,20歳～24歳,25歳～29歳,30歳～34歳,35歳～39歳,40歳～44歳,45歳～49歳,50歳～54歳,55歳～59歳,60歳～64歳,65歳～69歳,70歳～74歳,75歳～79歳,80歳～84歳,85歳～89歳,90歳以上,総数,0歳～4歳,5歳～9歳,10歳～14歳,15歳～19歳,20歳～24歳,25歳～29歳,30歳～34歳,35歳～39歳,40歳～44歳,45歳～49歳,50歳～54歳,55歳～59歳,60歳～64歳,65歳～69歳,70歳～74歳,75歳～79歳,80歳～84歳,85歳～89歳,90歳以上
全国・都道府県コード,全国・都道府県,国籍コード,国籍,移動前・移動後の住所地コード,移動前・移動後の住所地,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人
1000,北海道,60000,移動者,22100,静岡市,-18,3,2,-2,-2,-4,-13,4,-1,-6,5,-4,-4,3,1,2,-1,-2,0,1,-1,-2,2,-1,1,2,-3,3,0,-2,0,-1,-3,1,2,2,-1,-1,-1,1,-17,5,0,-1,-3,-6,-10,1,-1,-4,5,-3,-1,2,-1,0,0,-1,1,0
1000,北海道,60000,移動者,22130,浜松市,61,3,0,-1,31,-1,-12,11,5,12,4,2,0,6,3,0,-2,3,-1,-2,66,-1,-2,2,25,6,2,6,2,10,2,3,0,6,2,2,0,2,-1,0,-5,4,2,-3,6,-7,-14,5,3,2,2,-1,0,0,1,-2,-2,1,0,-2
1000,北海道,60000,移動者,23100,名古屋市,5,13,10,5,4,-130,15,6,40,6,13,12,-1,10,3,-1,1,-2,1,0,20,-6,2,8,7,-60,7,9,26,-2,12,5,3,8,0,1,1,0,-1,0,-15,19,8,-3,-3,-70,8,-3,14,8,1,7,-4,2,3,-2,0,-2,2,0
1000,北海道,60000,移動者,26100,京都市,-22,5,6,2,-78,-26,23,27,19,2,4,5,9,-11,-5,-3,1,-1,0,-1,7,4,6,6,-42,-6,19,12,10,1,2,4,7,-7,-3,-2,-1,-2,0,-1,-29,1,0,-4,-36,-20,4,15,9,1,2,1,2,-4,-2,-1,2,1,0,0
1000,北海道,60000,移動者,27100,大阪市,-117,8,0,-3,-27,-119,12,-12,-2,3,-2,4,17,2,4,-5,4,2,-1,-2,-61,7,-2,-2,-6,-56,5,-14,-7,1,-8,-1,15,4,-1,2,3,1,0,-2,-56,1,2,-1,-21,-63,7,2,5,2,6,5,2,-2,5,-7,1,1,-1,0
1000,北海道,60000,移動者,27140,堺市,31,1,2,1,5,-1,12,-1,2,3,-2,4,-3,4,3,0,0,0,0,1,29,-1,2,1,2,6,6,1,4,-2,-3,5,1,4,1,0,2,0,0,0,2,2,0,0,3,-7,6,-2,-2,5,1,-1,-4,0,2,0,-2,0,0,1
1000,北海道,60000,移動者,28100,神戸市,-49,-2,2,-4,-2,-34,-21,7,3,10,5,-13,-3,-1,7,1,-1,-2,1,-2,-25,-6,2,-5,-5,-12,-7,4,4,6,0,-5,-3,-1,5,0,-1,-1,0,0,-24,4,0,1,3,-22,-14,3,-1,4,5,-8,0,0,2,1,0,-1,1,-2
1000,北海道,60000,移動者,33100,岡山市,-26,1,-4,0,-2,-3,1,-5,-15,-1,0,-4,3,-2,4,0,1,0,0,0,-17,1,-5,-2,-1,2,3,-3,-9,0,-4,-3,2,-1,2,0,1,0,0,0,-9,0,1,2,-1,-5,-2,-2,-6,-1,4,-1,1,-1,2,0,0,0,0,0
1000,北海道,60000,移動者,34100,広島市,1,-5,-2,-1,4,-8,-3,-7,11,-3,-5,10,6,5,2,0,-2,1,0,-2,11,-7,-4,0,4,1,4,-5,10,-2,-5,11,0,4,1,-1,0,0,0,0,-10,2,2,-1,0,-9,-7,-2,1,-1,0,-1,6,1,1,1,-2,1,0,-2
1000,北海道,60000,移動者,40100,北九州市,-20,-4,3,-6,-6,0,7,-4,-9,8,-2,-9,0,2,0,-2,0,0,1,1,-2,-1,0,-3,-2,7,10,-6,-4,5,-3,-8,1,3,0,-1,0,0,0,0,-18,-3,3,-3,-4,-7,-3,2,-5,3,1,-1,-1,-1,0,-1,0,0,1,1
1000,北海道,60000,移動者,40130,福岡市,-35,-1,-1,1,7,-20,-16,9,-3,-5,12,-9,-8,7,-6,2,-3,0,-2,1,-16,2,5,1,7,-12,-6,1,-8,0,3,-10,-4,5,-4,2,-1,1,0,2,-19,-3,-6,0,0,-8,-10,8,5,-5,9,1,-4,2,-2,0,-2,-1,-2,-1
1000,北海道,60000,移動者,43100,熊本市,-11,-3,-6,5,2,-3,-6,-2,-14,7,6,0,4,5,3,-4,-2,0,-2,-1,-9,-2,0,1,-1,-2,-4,1,-12,2,3,0,4,3,1,-2,-1,0,0,0,-2,-1,-6,4,3,-1,-2,-3,-2,5,3,0,0,2,2,-2,-1,0,-2,-1
2000,青森県,60000,移動者,0,全国,-4309,63,2,-67,-1732,-2253,-270,27,-25,-55,-20,-26,43,116,76,-48,-12,-74,-40,-14,-1860,48,13,-39,-867,-858,-212,-42,-32,-25,30,-17,35,76,50,-2,9,-7,-16,-4,-2449,15,-11,-28,-865,-1395,-58,69,7,-30,-50,-9,8,40,26,-46,-21,-67,-24,-10
2000,青森県,60000,移動者,1000,北海道,-370,6,4,4,-72,-201,-64,3,27,15,-22,5,-13,-23,-12,-10,-6,-13,2,0,-169,4,11,-2,-52,-72,-42,0,18,3,-9,8,-9,-9,-7,-7,-1,-3,0,0,-201,2,-7,6,-20,-129,-22,3,9,12,-13,-3,-4,-14,-5,-3,-5,-10,2,0
2000,青森県,60000,移動者,2000,青森県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,青森県,60000,移動者,3000,岩手県,-148,24,-13,6,-39,-76,-8,-16,-15,-25,9,7,-16,14,0,-3,-3,5,4,-3,-114,18,-5,-1,-41,-42,-16,-20,-8,-20,10,5,-4,8,1,-2,-1,3,1,0,-34,6,-8,7,2,-34,8,4,-7,-5,-1,2,-12,6,-1,-1,-2,2,3,-3
2000,青森県,60000,移動者,4000,宮城県,-1255,-31,-42,-41,-481,-402,-36,-56,-92,-42,-4,-14,14,15,-8,-12,-1,-9,-9,-4,-549,-7,-21,-19,-222,-154,-27,-43,-45,-27,12,-15,15,11,-5,1,0,-2,-2,1,-706,-24,-21,-22,-259,-248,-9,-13,-47,-15,-16,1,-1,4,-3,-13,-1,-7,-7,-5
2000,青森県,60000,移動者,5000,秋田県,-17,4,9,-9,12,-12,-18,4,0,1,-9,3,3,-3,0,-6,-1,-1,2,4,-36,-6,3,-6,11,-17,-9,12,-7,8,-15,0,-1,-1,0,-7,-1,1,-2,1,19,10,6,-3,1,5,-9,-8,7,-7,6,3,4,-2,0,1,0,-2,4,3
2000,青森県,60000,移動者,6000,山形県,-44,-2,-6,-2,-36,9,5,-1,2,-5,-2,-4,0,0,1,-1,-3,-1,1,1,-22,-2,-1,-1,-13,3,-5,2,3,-4,-3,-1,1,0,1,0,-3,1,0,0,-22,0,-5,-1,-23,6,10,-3,-1,-1,1,-3,-1,0,0,-1,0,-2,1,1
2000,青森県,60000,移動者,7000,福島県,-60,11,0,1,-22,-31,-7,7,12,-5,-2,-11,-17,8,-2,-1,0,-1,1,-1,-58,0,-1,1,-15,-16,-10,1,8,-5,-1,-9,-13,5,-3,1,0,0,0,-1,-2,11,1,0,-7,-15,3,6,4,0,-1,-2,-4,3,1,-2,0,-1,1,0
2000,青森県,60000,移動者,8000,茨城県,-64,-2,3,-5,-19,-21,-14,6,12,-5,-1,-8,0,2,-2,-6,-2,-1,-1,0,-35,-1,2,-2,-14,-22,-10,-5,11,-4,4,-1,6,3,0,-4,0,1,0,1,-29,-1,1,-3,-5,1,-4,11,1,-1,-5,-7,-6,-1,-2,-2,-2,-2,-1,-1
2000,青森県,60000,移動者,9000,栃木県,-86,5,6,-2,-22,-40,-6,-9,-2,1,-6,-5,5,-3,-2,0,0,-2,-2,-2,-46,3,2,-2,-15,-17,-6,-2,1,0,-1,-7,4,-1,-1,-1,-1,0,-1,-1,-40,2,4,0,-7,-23,0,-7,-3,1,-5,2,1,-2,-1,1,1,-2,-1,-1
2000,青森県,60000,移動者,10000,群馬県,-44,12,5,-3,-26,-23,-9,14,0,-1,-5,0,2,-1,4,-3,-1,-3,-5,-1,-15,5,2,-1,-9,-10,0,3,4,-2,-7,1,3,-1,2,-2,-1,0,-1,-1,-29,7,3,-2,-17,-13,-9,11,-4,1,2,-1,-1,0,2,-1,0,-3,-4,0
2000,青森県,60000,移動者,11000,埼玉県,-347,0,-15,-6,-140,-132,-12,24,-8,-18,-2,-30,-4,7,16,-6,2,-4,-11,-8,-103,5,-6,-2,-64,-18,-4,15,-9,-14,-5,-13,-4,5,16,0,3,-1,-4,-3,-244,-5,-9,-4,-76,-114,-8,9,1,-4,3,-17,0,2,0,-6,-1,-3,-7,-5
2000,青森県,60000,移動者,12000,千葉県,-300,-2,-3,7,-168,-136,3,-15,-8,5,4,-6,12,16,2,-2,-3,-9,-1,4,-180,-5,-3,6,-111,-48,-12,-18,-4,2,1,-10,12,6,0,0,2,0,0,2,-120,3,0,1,-57,-88,15,3,-4,3,3,4,0,10,2,-2,-5,-9,-1,2
2000,青森県,60000,移動者,13000,東京都,-960,17,32,-7,-488,-748,-55,3,58,30,34,25,42,54,43,12,8,-12,-4,-4,-348,16,14,-5,-223,-290,-36,-14,22,28,35,8,21,31,26,14,10,0,-3,-2,-612,1,18,-2,-265,-458,-19,17,36,2,-1,17,21,23,17,-2,-2,-12,-1,-2
2000,青森県,60000,移動者,14000,神奈川県,-393,18,10,6,-172,-357,1,38,18,8,11,6,10,11,27,-2,0,-13,-12,-1,-134,16,10,4,-86,-132,-16,11,4,3,14,8,8,9,21,3,1,-8,-3,-1,-259,2,0,2,-86,-225,17,27,14,5,-3,-2,2,2,6,-5,-1,-5,-9,0
2000,青森県,60000,移動者,15000,新潟県,-19,6,2,4,-37,-1,11,-2,4,0,-4,-3,3,2,-4,1,0,0,-1,0,-6,3,1,2,-20,3,3,1,4,0,-1,-1,1,0,-3,1,0,0,0,0,-13,3,1,2,-17,-4,8,-3,0,0,-3,-2,2,2,-1,0,0,0,-1,0
2000,青森県,60000,移動者,16000,富山県,4,0,3,0,-6,-4,1,7,-2,3,0,5,0,1,-1,-2,0,-1,0,0,-3,-2,2,0,-2,-8,0,5,-1,2,0,1,0,1,0,-1,0,0,0,0,7,2,1,0,-4,4,1,2,-1,1,0,4,0,0,-1,-1,0,-1,0,0
2000,青森県,60000,移動者,17000,石川県,19,7,3,-2,-11,0,4,19,3,1,-1,1,-2,-2,1,-2,1,0,-1,0,6,0,0,-1,-5,-4,2,15,3,-1,-1,0,-1,-1,-1,1,0,0,0,0,13,7,3,-1,-6,4,2,4,0,2,0,1,-1,-1,2,-3,1,0,-1,0
2000,青森県,60000,移動者,18000,福井県,3,3,0,0,-2,-3,3,1,0,-1,2,1,-1,0,0,0,0,0,0,0,-3,0,0,0,-2,-3,2,0,0,-1,2,0,-1,0,0,0,0,0,0,0,6,3,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2000,青森県,60000,移動者,19000,山梨県,-32,-3,1,0,-13,-10,-7,2,-1,4,0,-2,-1,0,2,-1,-2,-1,0,0,-15,-1,1,0,-3,-11,-2,0,0,2,0,-1,-1,-1,2,1,-1,0,0,0,-17,-2,0,0,-10,1,-5,2,-1,2,0,-1,0,1,0,-2,-1,-1,0,0
2000,青森県,60000,移動者,20000,長野県,-35,-1,1,2,-2,-6,-8,-9,-7,-4,2,3,-2,-1,0,-2,0,0,-1,0,-21,-1,3,2,-3,-4,-5,-4,-7,0,0,3,-2,-2,0,-1,0,0,0,0,-14,0,-2,0,1,-2,-3,-5,0,-4,2,0,0,1,0,-1,0,0,-1,0
2000,青森県,60000,移動者,21000,岐阜県,9,-1,0,0,0,1,1,-1,-1,1,-1,0,-1,4,3,2,0,0,0,2,-2,-2,-1,1,-1,-2,3,-1,-2,2,-2,0,0,2,0,1,0,0,0,0,11,1,1,-1,1,3,-2,0,1,-1,1,0,-1,2,3,1,0,0,0,2
2000,青森県,60000,移動者,22000,静岡県,44,7,11,-2,15,-19,14,3,3,15,2,-5,-2,1,4,1,0,-4,1,-1,41,4,3,0,7,0,14,3,-5,13,3,-3,-3,1,3,1,1,-1,0,0,3,3,8,-2,8,-19,0,0,8,2,-1,-2,1,0,1,0,-1,-3,1,-1
2000,青森県,60000,移動者,23000,愛知県,-179,-2,-1,1,-31,-53,-53,-18,-14,-11,-1,1,0,3,2,-1,3,-1,-3,0,-90,3,-2,3,-22,-29,-28,-13,-10,-8,2,5,1,7,1,0,0,1,-1,0,-89,-5,1,-2,-9,-24,-25,-5,-4,-3,-3,-4,-1,-4,1,-1,3,-2,-2,0
2000,青森県,60000,移動者,24000,三重県,-24,0,0,2,-3,-24,0,-2,0,2,-1,-1,2,1,1,0,1,-2,0,0,-6,2,0,1,2,-12,-1,0,-1,2,0,-3,2,1,0,0,1,0,0,0,-18,-2,0,1,-5,-12,1,-2,1,0,-1,2,0,0,1,0,0,-2,0,0
2000,青森県,60000,移動者,25000,滋賀県,7,5,4,0,-6,2,-1,-2,2,5,-3,0,0,0,1,1,1,0,-2,0,4,3,2,0,-3,2,-1,-1,2,2,-2,-1,0,1,0,0,1,0,-1,0,3,2,2,0,-3,0,0,-1,0,3,-1,1,0,-1,1,1,0,0,-1,0
2000,青森県,60000,移動者,26000,京都府,59,2,-2,-1,34,23,17,-3,-1,-1,-8,-1,3,0,-2,0,-1,-1,2,-1,70,3,-1,-1,37,30,11,-5,-3,4,-6,1,3,0,-2,-1,0,-1,1,0,-11,-1,-1,0,-3,-7,6,2,2,-5,-2,-2,0,0,0,1,-1,0,1,-1
2000,青森県,60000,移動者,27000,大阪府,-92,0,-2,-5,-6,-35,-20,-3,0,-4,-6,-2,-2,0,-1,-1,-2,-2,0,-1,-33,3,0,0,5,-18,-11,-2,-1,3,-6,-3,-2,-2,0,1,0,0,0,0,-59,-3,-2,-5,-11,-17,-9,-1,1,-7,0,1,0,2,-1,-2,-2,-2,0,-1
2000,青森県,60000,移動者,28000,兵庫県,-24,1,5,-5,-8,-19,-8,1,11,-9,2,4,0,3,0,-2,-1,1,0,0,-12,-3,6,-4,-6,-9,1,3,4,-8,-1,5,0,1,-1,0,-1,1,0,0,-12,4,-1,-1,-2,-10,-9,-2,7,-1,3,-1,0,2,1,-2,0,0,0,0
2000,青森県,60000,移動者,29000,奈良県,20,-4,2,-2,0,24,0,2,2,0,-3,1,-1,0,1,-2,0,0,0,0,15,-4,1,-2,2,16,-1,3,2,0,-1,0,0,-1,1,-1,0,0,0,0,5,0,1,0,-2,8,1,-1,0,0,-2,1,-1,1,0,-1,0,0,0,0
2000,青森県,60000,移動者,30000,和歌山県,-2,-1,-1,-1,1,-3,-1,-2,3,5,1,0,-1,-1,0,0,-1,0,0,0,7,0,1,-1,1,-3,2,0,2,5,1,0,-1,0,0,0,0,0,0,0,-9,-1,-2,0,0,0,-3,-2,1,0,0,0,0,-1,0,0,-1,0,0,0
2000,青森県,60000,移動者,31000,鳥取県,10,-1,0,0,1,0,3,8,-2,-1,-1,1,0,1,0,1,0,0,0,0,3,-2,0,0,0,0,0,5,0,-1,-1,0,0,1,0,1,0,0,0,0,7,1,0,0,1,0,3,3,-2,0,0,1,0,0,0,0,0,0,0,0
2000,青森県,60000,移動者,32000,島根県,13,2,0,0,-1,4,3,2,-1,1,1,2,1,0,0,0,0,0,-1,0,9,0,0,0,-1,3,2,1,1,1,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0,1,1,1,-2,0,1,0,1,0,0,0,0,0,-1,0
2000,青森県,60000,移動者,33000,岡山県,3,6,2,2,-2,1,1,-2,2,-3,-2,0,0,-1,0,-1,0,0,0,0,1,3,3,0,-1,1,1,-2,-4,-1,-1,2,-1,0,0,1,0,0,0,0,2,3,-1,2,-1,0,0,0,6,-2,-1,-2,1,-1,0,-2,0,0,0,0
2000,青森県,60000,移動者,34000,広島県,-2,-12,1,1,0,22,-10,-10,-10,-2,1,5,8,3,0,0,0,1,0,0,6,-3,0,0,-3,18,-6,-8,-3,-1,5,3,4,2,-1,-1,0,0,0,0,-8,-9,1,1,3,4,-4,-2,-7,-1,-4,2,4,1,1,1,0,1,0,0
2000,青森県,60000,移動者,35000,山口県,4,-2,-3,-1,4,9,3,-7,4,0,3,-7,-1,0,2,0,0,0,0,0,-2,0,-3,-1,0,3,4,-6,3,0,3,-3,-2,-1,1,0,0,0,0,0,6,-2,0,0,4,6,-1,-1,1,0,0,-4,1,1,1,0,0,0,0,0
2000,青森県,60000,移動者,36000,徳島県,17,2,2,1,1,3,3,6,-2,2,-3,0,-2,0,1,2,0,1,0,0,-1,1,1,0,1,-1,1,2,-3,1,-3,0,-2,0,0,1,0,0,0,0,18,1,1,1,0,4,2,4,1,1,0,0,0,0,1,1,0,1,0,0
2000,青森県,60000,移動者,37000,香川県,15,1,-1,0,-1,2,0,7,2,-2,-1,4,2,2,0,0,0,0,0,0,8,1,-1,0,-1,-1,1,4,1,-1,-1,3,2,1,0,0,0,0,0,0,7,0,0,0,0,3,-1,3,1,-1,0,1,0,1,0,0,0,0,0,0
2000,青森県,60000,移動者,38000,愛媛県,-14,-2,0,-1,-1,-2,-5,3,-2,-2,0,0,0,0,0,-1,-1,0,0,0,-12,-3,1,-1,-1,-3,-5,2,1,-1,-1,0,0,0,0,-1,0,0,0,0,-2,1,-1,0,0,1,0,1,-3,-1,1,0,0,0,0,0,-1,0,0,0
2000,青森県,60000,移動者,39000,高知県,-2,0,3,0,1,-1,-3,-3,-2,2,1,-1,-1,0,0,1,0,0,0,1,-5,0,3,0,0,-3,-4,-2,-1,2,1,0,-1,0,0,0,0,0,0,0,3,0,0,0,1,2,1,-1,-1,0,0,-1,0,0,0,1,0,0,0,1
2000,青森県,60000,移動者,40000,福岡県,-40,-9,-12,-7,13,-1,2,1,-17,-7,-5,-2,0,4,0,0,0,-1,1,0,-22,-5,-9,-6,8,5,5,-1,-14,-3,-2,-2,0,2,0,0,0,0,0,0,-18,-4,-3,-1,5,-6,-3,2,-3,-4,-3,0,0,2,0,0,0,-1,1,0
2000,青森県,60000,移動者,41000,佐賀県,-2,-1,0,-2,1,1,2,0,0,-3,-1,0,1,0,0,0,0,0,0,0,-3,0,0,-2,0,0,1,0,0,-2,-1,0,1,0,0,0,0,0,0,0,1,-1,0,0,1,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0
2000,青森県,60000,移動者,42000,長崎県,-5,-2,-3,2,-2,12,-7,4,5,-3,-6,0,-2,-1,-1,-1,0,0,0,0,-3,-1,-3,2,-2,9,-7,5,4,-1,-3,-3,0,-1,-1,-1,0,0,0,0,-2,-1,0,0,0,3,0,-1,1,-2,-3,3,-2,0,0,0,0,0,0,0
2000,青森県,60000,移動者,43000,熊本県,-19,-2,-5,-1,2,1,0,0,-4,-2,-6,-1,-2,-1,2,0,0,0,0,0,-14,-1,-3,-1,1,-2,-1,2,-3,-2,-3,0,-2,0,1,0,0,0,0,0,-5,-1,-2,0,1,3,1,-2,-1,0,-3,-1,0,-1,1,0,0,0,0,0
2000,青森県,60000,移動者,44000,大分県,-5,-2,0,0,0,1,-2,-2,-1,2,-1,1,0,-1,1,-1,0,0,0,0,-1,0,0,0,-1,2,-2,-2,0,2,-1,0,1,-1,1,0,0,0,0,0,-4,-2,0,0,1,-1,0,0,-1,0,0,1,-1,0,0,-1,0,0,0,0
2000,青森県,60000,移動者,45000,宮崎県,-4,5,-2,-4,-2,-4,-2,5,1,-3,2,0,1,0,-1,0,0,0,0,0,-4,1,0,-1,-2,-3,1,-1,0,-1,3,0,0,0,-1,0,0,0,0,0,0,4,-2,-3,0,-1,-3,6,1,-2,-1,0,1,0,0,0,0,0,0,0
2000,青森県,60000,移動者,46000,鹿児島県,41,3,-1,3,0,11,14,4,3,2,4,1,-1,1,-2,0,-1,-1,0,1,23,4,0,1,0,5,5,3,1,3,3,1,-1,0,-2,0,0,0,0,0,18,-1,-1,2,0,6,9,1,2,-1,1,0,0,1,0,0,-1,-1,0,1
2000,青森県,60000,移動者,47000,沖縄県,11,-2,5,0,2,-15,-5,16,-7,-1,8,1,6,1,0,0,1,1,0,0,14,-1,1,0,2,-4,-4,10,0,-5,9,3,1,0,1,0,0,1,0,0,-3,-1,4,0,0,-11,-1,6,-7,4,-1,-2,5,1,-1,0,1,0,0,0
2000,青森県,60000,移動者,48000,東京圏,-2000,33,24,0,-968,-1373,-63,50,60,25,47,-5,60,88,88,2,7,-38,-28,-9,-765,32,15,3,-484,-488,-68,-6,13,19,45,-7,37,51,63,17,16,-9,-10,-4,-1235,1,9,-3,-484,-885,5,56,47,6,2,2,23,37,25,-15,-9,-29,-18,-5
2000,青森県,60000,移動者,49000,名古屋圏,-194,-3,-1,3,-34,-76,-52,-21,-15,-8,-3,0,1,8,6,1,4,-3,-3,2,-98,3,-3,5,-21,-43,-26,-14,-13,-4,0,2,3,10,1,1,1,1,-1,0,-96,-6,2,-2,-13,-33,-26,-7,-2,-4,-3,-2,-2,-2,5,0,3,-4,-2,2
2000,青森県,60000,移動者,50000,大阪圏,-37,-1,3,-13,20,-7,-11,-3,12,-14,-15,2,0,3,-2,-5,-4,-2,2,-2,40,-1,6,-7,38,19,0,-1,2,-1,-14,3,1,-2,-2,-1,-1,0,1,0,-77,0,-3,-6,-18,-26,-11,-2,10,-13,-1,-1,-1,5,0,-4,-3,-2,1,-2
2000,青森県,60000,移動者,100,21大都市計,-2729,-6,-13,-34,-1037,-1561,-172,-32,-5,-18,7,30,74,56,39,-3,-1,-29,-12,-12,-1143,24,-8,-18,-483,-610,-137,-29,-24,-1,23,23,39,35,23,12,5,-8,-7,-2,-1586,-30,-5,-16,-554,-951,-35,-3,19,-17,-16,7,35,21,16,-15,-6,-21,-5,-10
2000,青森県,60000,移動者,1100,札幌市,-224,-5,-6,-3,-36,-95,-23,-1,-7,2,-11,7,-8,-14,-7,-6,-3,-7,-1,0,-108,-4,-3,-1,-27,-30,-17,2,-4,0,-7,2,-2,-5,-4,-3,-2,-2,-1,0,-116,-1,-3,-2,-9,-65,-6,-3,-3,2,-4,5,-6,-9,-3,-3,-1,-5,0,0
2000,青森県,60000,移動者,4100,仙台市,-1076,-23,-33,-31,-417,-363,-52,-42,-53,-30,-9,-9,15,4,-6,-8,-4,-6,-5,-4,-440,-6,-19,-16,-164,-137,-35,-37,-23,-18,12,-9,12,4,-3,1,-1,-1,0,0,-636,-17,-14,-15,-253,-226,-17,-5,-30,-12,-21,0,3,0,-3,-9,-3,-5,-5,-4
2000,青森県,60000,移動者,11100,さいたま市,-108,-4,-4,0,-30,-45,-22,-1,4,-2,0,-3,4,3,0,-2,-1,-2,-2,-1,-65,-2,-2,1,-20,-18,-14,2,-4,0,-2,-1,1,0,-2,-2,-1,0,-1,0,-43,-2,-2,-1,-10,-27,-8,-3,8,-2,2,-2,3,3,2,0,0,-2,-1,-1
2000,青森県,60000,移動者,12100,千葉市,-84,1,6,0,-42,-43,-3,-8,-4,0,7,-4,0,2,3,1,0,-3,3,0,-39,1,3,0,-24,-13,-1,-3,-2,1,1,-5,2,1,-1,0,1,0,0,0,-45,0,3,0,-18,-30,-2,-5,-2,-1,6,1,-2,1,4,1,-1,-3,3,0
2000,青森県,60000,移動者,13100,東京都特別区部,-655,15,26,5,-298,-599,-46,5,52,30,23,18,38,36,28,16,5,-4,-1,-4,-236,16,11,1,-133,-249,-33,-6,21,30,21,9,19,20,17,16,8,0,-3,-1,-419,-1,15,4,-165,-350,-13,11,31,0,2,9,19,16,11,0,-3,-4,2,-3
2000,青森県,60000,移動者,14100,横浜市,-190,12,4,-4,-86,-177,10,4,5,7,5,13,8,6,12,3,2,-6,-6,-2,-81,10,8,-1,-45,-77,-3,1,-3,-1,4,13,5,3,8,2,0,-3,-1,-1,-109,2,-4,-3,-41,-100,13,3,8,8,1,0,3,3,4,1,2,-3,-5,-1
2000,青森県,60000,移動者,14130,川崎市,-117,6,2,4,-63,-128,1,19,7,3,10,5,5,7,4,2,1,0,-2,0,-37,5,0,2,-31,-51,-7,9,6,2,11,5,3,3,5,3,0,-1,-1,0,-80,1,2,2,-32,-77,8,10,1,1,-1,0,2,4,-1,-1,1,1,-1,0
2000,青森県,60000,移動者,14150,相模原市,-46,-5,3,5,-8,-32,-12,4,1,-4,3,2,0,1,3,-4,-1,-1,-1,0,-25,-3,2,2,-5,-10,-10,3,-1,-5,3,1,-1,0,3,-3,0,-1,0,0,-21,-2,1,3,-3,-22,-2,1,2,1,0,1,1,1,0,-1,-1,0,-1,0
2000,青森県,60000,移動者,15100,新潟市,-16,1,0,0,-27,7,4,0,2,-4,0,-1,3,-1,0,0,0,0,0,0,-8,2,0,0,-15,6,0,1,1,-3,1,-1,1,-1,0,0,0,0,0,0,-8,-1,0,0,-12,1,4,-1,1,-1,-1,0,2,0,0,0,0,0,0,0
2000,青森県,60000,移動者,22100,静岡市,4,0,0,0,-2,-5,2,5,1,-2,3,-1,1,0,1,1,0,0,0,0,6,0,0,0,-3,2,0,4,0,-1,2,0,0,0,1,1,0,0,0,0,-2,0,0,0,1,-7,2,1,1,-1,1,-1,1,0,0,0,0,0,0,0
2000,青森県,60000,移動者,22130,浜松市,10,0,0,-4,7,1,4,-2,1,0,-1,1,1,1,1,0,0,0,0,0,15,1,1,-2,6,6,1,0,-2,2,0,0,-1,1,1,0,1,0,0,0,-5,-1,-1,-2,1,-5,3,-2,3,-2,-1,1,2,0,0,0,-1,0,0,0
2000,青森県,60000,移動者,23100,名古屋市,-44,-2,4,1,-7,-15,-23,-5,0,-6,-2,1,6,3,1,-1,2,-1,0,0,-24,1,3,1,-4,-9,-13,-3,-2,-5,-2,4,3,3,0,-1,0,0,0,0,-20,-3,1,0,-3,-6,-10,-2,2,-1,0,-3,3,0,1,0,2,-1,0,0
2000,青森県,60000,移動者,26100,京都市,-29,3,-3,0,-12,-10,2,-7,1,1,-5,0,1,1,-1,1,-1,-1,1,0,-10,3,-2,0,-7,-4,2,-5,1,4,-3,1,1,1,-1,0,0,-1,0,0,-19,0,-1,0,-5,-6,0,-2,0,-3,-2,-1,0,0,0,1,-1,0,1,0
2000,青森県,60000,移動者,27100,大阪市,-78,-2,-1,-1,-7,-35,-16,-4,-2,1,-1,-3,-2,-1,-3,-2,0,0,1,0,-40,1,-1,0,-2,-17,-8,-2,-1,2,-3,-2,-3,-1,-2,-1,0,0,0,0,-38,-3,0,-1,-5,-18,-8,-2,-1,-1,2,-1,1,0,-1,-1,0,0,1,0
2000,青森県,60000,移動者,27140,堺市,-6,1,0,0,-1,-4,2,0,-1,0,-1,-1,0,0,0,0,0,0,0,-1,-4,1,-1,0,-1,-2,2,0,-2,0,0,-1,0,0,0,0,0,0,0,0,-2,0,1,0,0,-2,0,0,1,0,-1,0,0,0,0,0,0,0,0,-1
